,0
170,SHFE.al2106C17300
171,SHFE.zn2205P32500
172,SHFE.zn2209P21000
173,SHFE.ru2105C14750
174,SHFE.zn2208C23000
175,SHFE.al2012P17100
176,SHFE.cu2302P59000
177,SHFE.zn2207C23400
178,SHFE.cu2209C77000
179,SHFE.al2301P19300
180,SHFE.au2012C348
181,SHFE.al2011P16200
182,SHFE.ru2010P13500
183,SHFE.al2103P12400
184,SHFE.ru2110C13250
185,SHFE.al2204C23600
186,SHFE.al2204C20400
187,SHFE.au2105P396
188,SHFE.zn2202P20200
189,SHFE.al2206C17300
190,SHFE.ru2209P13500
191,SHFE.ru2103C14500
192,SHFE.al2206P24200
193,SHFE.ru2101C9700
194,SHFE.au2103C312
195,SHFE.al2201P24400
196,SHFE.ru2303C13000
197,SHFE.ru2107P9600
198,SHFE.cu2211P72000
199,SHFE.zn2208C20800
200,SHFE.al2207P19400
201,SHFE.ru2101P16750
202,SHFE.zn2107C20600
203,SHFE.al2211C17400
204,SHFE.zn2108P20800
205,SHFE.cu2107P62000
206,SHFE.cu2209P50000
207,SHFE.al2104C18100
208,SHFE.zn2112P23400
209,SHFE.al2109P19900
210,SHFE.al2202P16300
211,SHFE.cu2107P84000
212,SHFE.zn2011C22200
213,SHFE.zn2108C24600
214,SHFE.zn2201P23400
215,SHFE.al2110C24600
216,SHFE.al2101C16100
217,SHFE.ru2101C9500
218,SHFE.al2302P18100
219,SHFE.al2101P13100
220,SHFE.zn2106P24400
221,SHFE.al2112C26600
222,SHFE.zn2204C24400
223,SHFE.zn2111C21400
224,SHFE.zn2106C23000
225,SHFE.al2102C16000
226,SHFE.ru2109P17250
227,SHFE.cu2107C49000
228,SHFE.au2201P356
229,SHFE.au2112C380
230,SHFE.ru2210P14000
231,SHFE.al2303C19800
232,SHFE.cu2101C56000
233,SHFE.cu2105P38000
234,SHFE.al2208P18500
235,SHFE.au2211P360
236,SHFE.au2010C340
237,SHFE.al2210P17700
238,SHFE.zn2211P24200
239,SHFE.cu2107C48000
240,SHFE.zn2112C31000
241,SHFE.al2011C15700
242,SHFE.cu2304P65000
243,SHFE.ru2106P17000
244,SHFE.zn2301C20200
245,SHFE.al2211P21200
246,SHFE.ru2206P14750
247,SHFE.ru2207C13250
248,SHFE.ru2011C8700
249,SHFE.ru2204P13750
250,SHFE.cu2011C47000
251,SHFE.ru2104C8600
252,SHFE.cu2212C49000
253,SHFE.au2106C380
254,SHFE.cu2112P72000
255,SHFE.au2202C400
256,SHFE.al2208C15700
257,SHFE.al2106C21000
258,SHFE.cu2111C62000
259,SHFE.ru2107P9200
260,SHFE.zn2108C21600
261,SHFE.ru2010C15250
262,SHFE.cu2106C56000
263,SHFE.al2202C25000
264,SHFE.ru2304P13750
265,SHFE.zn2010C17800
266,SHFE.al2103C13000
267,SHFE.ru2211P14250
268,SHFE.au2202C336
269,SHFE.zn2212C27000
270,SHFE.ru2208P16500
271,SHFE.al2209P23200
272,SHFE.cu2205C66000
273,SHFE.zn2102C22600
274,SHFE.al2201C19900
275,SHFE.zn2205P25500
276,SHFE.cu2211P60000
277,SHFE.au2110P336
278,SHFE.cu2212P66000
279,SHFE.al2207C17200
280,SHFE.al2110P19400
281,SHFE.ru2011P9200
282,SHFE.cu2103C41000
283,SHFE.zn2203C20600
284,SHFE.al2107C19200
285,SHFE.ru2107C9500
286,SHFE.al2105C19100
287,SHFE.ru2107C9700
288,SHFE.zn2210C26500
289,SHFE.ru2201P11750
290,SHFE.zn2104C24000
291,SHFE.zn2207C24400
292,SHFE.zn2210P19000
293,SHFE.zn2212C23600
294,SHFE.al2102P17100
295,SHFE.al2201C24800
296,SHFE.ru2011C13250
297,SHFE.cu2208C59000
298,SHFE.al2211P17800
299,SHFE.al2011C16600
300,SHFE.cu2208P74000
301,SHFE.cu2102P57000
302,SHFE.au2111C372
303,SHFE.zn2206C23400
304,SHFE.cu2101P42000
305,SHFE.au2210C432
306,SHFE.cu2203P61000
307,SHFE.al2207C18300
308,SHFE.cu2209P60000
309,SHFE.zn2204C25500
310,SHFE.al2209P23600
311,SHFE.al2204C18700
312,SHFE.au2108C464
313,SHFE.au2107P316
314,SHFE.au2109P316
315,SHFE.al2201C24000
316,SHFE.au2112P384
317,SHFE.cu2108C60000
318,SHFE.ru2208P12250
319,SHFE.al2110C21800
320,SHFE.cu2012C44000
321,SHFE.al2011C13800
322,SHFE.ru2101P11500
323,SHFE.cu2302P56000
324,SHFE.zn2210P24200
325,SHFE.au2204P400
326,SHFE.zn2103C22200
327,SHFE.al2110C21600
328,SHFE.zn2109P24600
329,SHFE.zn2212P22200
330,SHFE.au2203C364
331,SHFE.al2102P15900
332,SHFE.al2208P15200
333,SHFE.al2202P16500
334,SHFE.ru2109C10250
335,SHFE.cu2301C68000
336,SHFE.au2304C384
337,SHFE.cu2010P54000
338,SHFE.al2105P19500
339,SHFE.au2302C432
340,SHFE.al2012C17100
341,SHFE.zn2112C22000
342,SHFE.al2210C23400
343,SHFE.au2202P424
344,SHFE.zn2106P20400
345,SHFE.ru2111C12250
346,SHFE.al2106P13900
347,SHFE.cu2303P52000
348,SHFE.ru2209P17250
349,SHFE.zn2108C22600
350,SHFE.cu2208C57000
351,SHFE.al2103C16000
352,SHFE.al2111C22200
353,SHFE.zn2107C22800
354,SHFE.ru2211P13000
355,SHFE.au2106C416
356,SHFE.zn2106C22800
357,SHFE.cu2104C66000
358,SHFE.ru2205C17500
359,SHFE.zn2203P28000
360,SHFE.cu2212P63000
361,SHFE.au2012P376
362,SHFE.ru2109C11750
363,SHFE.al2301C16400
364,SHFE.zn2112C23400
365,SHFE.al2103P12600
366,SHFE.al2212C16600
367,SHFE.al2106P18800
368,SHFE.cu2304P63000
369,SHFE.ru2201C17000
370,SHFE.ru2109P14750
371,SHFE.al2101C18100
372,SHFE.au2106P324
373,SHFE.ru2010P15000
374,SHFE.au2103P336
375,SHFE.ru2111P14250
376,SHFE.al2110P20000
377,SHFE.al2201C21000
378,SHFE.ru2111P13750
379,SHFE.cu2104C36500
380,SHFE.zn2212C22600
381,SHFE.al2205P20800
382,SHFE.ru2106P14250
383,SHFE.al2201P16700
384,SHFE.ru2301C15750
385,SHFE.cu2108P80000
386,SHFE.cu2011P48000
387,SHFE.au2108C384
388,SHFE.au2104C472
389,SHFE.zn2301P27500
390,SHFE.al2202P26000
391,SHFE.al2108C21200
392,SHFE.zn2210C22800
393,SHFE.ru2210C12000
394,SHFE.zn2109C22200
395,SHFE.zn2106P20000
396,SHFE.ru2108P12750
397,SHFE.al2204C18800
398,SHFE.al2303C15800
399,SHFE.al2105P14600
400,SHFE.cu2109P49000
401,SHFE.cu2210C75000
402,SHFE.cu2201C69000
403,SHFE.zn2203C28000
404,SHFE.cu2105C41000
405,SHFE.zn2203C24000
406,SHFE.ru2103P11750
407,SHFE.al2302C17300
408,SHFE.cu2211C72000
409,SHFE.al2205P19800
410,SHFE.zn2012P19800
411,SHFE.au2208P356
412,SHFE.ru2104P11250
413,SHFE.cu2109C61000
414,SHFE.au2106C392
415,SHFE.ru2204C13500
416,SHFE.ru2108C10750
417,SHFE.al2102P12000
418,SHFE.au2208C336
419,SHFE.zn2011P19000
420,SHFE.al2208C20200
421,SHFE.ru2208C14250
422,SHFE.al2205P27400
423,SHFE.al2010C13400
424,SHFE.al2110P22800
425,SHFE.au2111C348
426,SHFE.al2106C13300
427,SHFE.al2207P26000
428,SHFE.ru2205P14000
429,SHFE.zn2207C34000
430,SHFE.cu2112P78000
431,SHFE.al2201P25000
432,SHFE.ru2210C15750
433,SHFE.au2011C356
434,SHFE.ru2110P12500
435,SHFE.al2101P17100
436,SHFE.au2101P424
437,SHFE.ru2205C16250
438,SHFE.al2106C20600
439,SHFE.al2012P16000
440,SHFE.al2208P21600
441,SHFE.cu2209P66000
442,SHFE.au2209C380
443,SHFE.al2202P25200
444,SHFE.cu2110P70000
445,SHFE.ru2106C9500
446,SHFE.ru2205P17750
447,SHFE.zn2102P20400
448,SHFE.au2012C448
449,SHFE.al2211P20200
450,SHFE.al2209P17500
451,SHFE.zn2105C18800
452,SHFE.al2208P15000
453,SHFE.cu2208C55000
454,SHFE.au2109P364
455,SHFE.zn2301C28500
456,SHFE.au2102P368
457,SHFE.al2105P13900
458,SHFE.au2012P496
459,SHFE.al2106P16500
460,SHFE.zn2203P24000
461,SHFE.al2208C21800
462,SHFE.au2211P356
463,SHFE.al2207P21000
464,SHFE.ru2010P11500
465,SHFE.ru2205C13250
466,SHFE.cu2210C67000
467,SHFE.al2106P19100
468,SHFE.al2109P18700
469,SHFE.al2112P18000
470,SHFE.ru2101P10250
471,SHFE.ru2301P12750
472,SHFE.ru2010C8800
473,SHFE.au2206P384
474,SHFE.al2108P17600
475,SHFE.al2105C18300
476,SHFE.au2205P356
477,SHFE.au2012P424
478,SHFE.al2302P20000
479,SHFE.au2011P376
480,SHFE.zn2111P28500
481,SHFE.al2111C25600
482,SHFE.al2110C17500
483,SHFE.au2203P364
484,SHFE.ru2103P14750
485,SHFE.al2110P18800
486,SHFE.al2108C16800
487,SHFE.cu2010P36500
488,SHFE.ru2105C17000
489,SHFE.ru2104P14250
490,SHFE.al2107P16700
491,SHFE.cu2206P77000
492,SHFE.al2203P17900
493,SHFE.al2302C18200
494,SHFE.ru2109C15000
495,SHFE.au2012P368
496,SHFE.al2202C17700
497,SHFE.al2212P16500
498,SHFE.ru2010P9200
499,SHFE.cu2112C62000
500,SHFE.al2104P17200
501,SHFE.au2010P496
502,SHFE.zn2201P24600
503,SHFE.ru2201C16500
504,SHFE.au2105P384
505,SHFE.al2103P17300
506,SHFE.au2207C432
507,SHFE.al2209P24800
508,SHFE.al2206C16900
509,SHFE.zn2012P18400
510,SHFE.al2206P24600
511,SHFE.cu2203C79000
512,SHFE.au2104C380
513,SHFE.cu2010C33500
514,SHFE.al2208C26000
515,SHFE.au2208P328
516,SHFE.al2204P25200
517,SHFE.al2109C16600
518,SHFE.al2302P15600
519,SHFE.au2108P504
520,SHFE.al2207P19700
521,SHFE.al2108C19900
522,SHFE.al2302C19400
523,SHFE.au2011P400
524,SHFE.al2204P26000
525,SHFE.au2207C368
526,SHFE.zn2106C20800
527,SHFE.al2209C18000
528,SHFE.ru2011C9300
529,SHFE.zn2109P19400
530,SHFE.au2012C400
531,SHFE.zn2110P20400
532,SHFE.au2203P400
533,SHFE.al2206C20600
534,SHFE.zn2109C21400
535,SHFE.ru2109P17000
536,SHFE.al2110P24600
537,SHFE.ru2106P11000
538,SHFE.cu2012P51000
539,SHFE.au2106C320
540,SHFE.cu2202P78000
541,SHFE.cu2202P66000
542,SHFE.al2109C17700
543,SHFE.au2304C360
544,SHFE.cu2203C67000
545,SHFE.zn2206P25500
546,SHFE.cu2103P36000
547,SHFE.al2105C19300
548,SHFE.cu2206C79000
549,SHFE.au2105P312
550,SHFE.al2202C19300
551,SHFE.zn2206P34000
552,SHFE.cu2107C58000
553,SHFE.zn2209P24600
554,SHFE.au2212P408
555,SHFE.au2306P356
556,SHFE.au2210P360
557,SHFE.ru2304C11250
558,SHFE.au2207P388
559,SHFE.ru2010C8900
560,SHFE.au2206P400
561,SHFE.cu2211C51000
562,SHFE.au2011C416
563,SHFE.zn2211P25500
564,SHFE.cu2105C75000
565,SHFE.au2302P376
566,SHFE.al2209C26200
567,SHFE.al2302C15600
568,SHFE.al2106C17800
569,SHFE.cu2105C38000
570,SHFE.zn2301C27500
571,SHFE.al2211C17900
572,SHFE.cu2107C69000
573,SHFE.ru2206C12750
574,SHFE.al2106P19900
575,SHFE.au2210C328
576,SHFE.al2202C20600
577,SHFE.zn2210C20800
578,SHFE.zn2211P19800
579,SHFE.al2011P14900
580,SHFE.zn2201P20600
581,SHFE.al2202C17600
582,SHFE.ru2108P13000
583,SHFE.zn2211P20200
584,SHFE.cu2105C45000
585,SHFE.al2103C13500
586,SHFE.zn2105C23800
587,SHFE.zn2111C21600
588,SHFE.zn2201C22000
589,SHFE.zn2203P28500
590,SHFE.au2109P376
591,SHFE.al2111P18200
592,SHFE.al2108P18500
593,SHFE.cu2109C72000
594,SHFE.au2111P368
595,SHFE.al2110P26000
596,SHFE.cu2106C67000
597,SHFE.al2203C18500
598,SHFE.zn2105C17800
599,SHFE.al2106C19200
600,SHFE.ru2109C17250
601,SHFE.au2204P340
602,SHFE.al2301C17400
603,SHFE.zn2103P21600
604,SHFE.ru2010P11250
605,SHFE.cu2209C80000
606,SHFE.ru2103C15250
607,SHFE.ru2110P12000
608,SHFE.cu2204P64000
609,SHFE.ru2207P14500
610,SHFE.al2103P13200
611,SHFE.ru2108C13000
612,SHFE.zn2104C18600
613,SHFE.al2101P14500
614,SHFE.al2210P15200
615,SHFE.cu2202P77000
616,SHFE.al2212P18400
617,SHFE.au2306P408
618,SHFE.au2010P344
619,SHFE.cu2210P48000
620,SHFE.zn2107C22400
621,SHFE.zn2108C22800
622,SHFE.ru2204C16000
623,SHFE.ru2205C17000
624,SHFE.zn2112P32000
625,SHFE.cu2010P53000
626,SHFE.al2112P17300
627,SHFE.al2207P17300
628,SHFE.al2101P13600
629,SHFE.zn2205P24000
630,SHFE.ru2203P16750
631,SHFE.zn2202C21000
632,SHFE.al2106P16700
633,SHFE.cu2106P64000
634,SHFE.al2107C18800
635,SHFE.al2210P16500
636,SHFE.au2012C304
637,SHFE.al2104C17500
638,SHFE.zn2011P21400
639,SHFE.al2303C16000
640,SHFE.al2212C20800
641,SHFE.al2303P15500
642,SHFE.al2211P21400
643,SHFE.ru2108C14000
644,SHFE.ru2211C13750
645,SHFE.au2104C388
646,SHFE.zn2107P23000
647,SHFE.ru2107C17750
648,SHFE.al2107C15600
649,SHFE.al2011C15500
650,SHFE.zn2108P21400
651,SHFE.ru2203P15500
652,SHFE.cu2104P65000
653,SHFE.ru2011C9400
654,SHFE.al2105C18600
655,SHFE.al2011C14200
656,SHFE.ru2210C10250
657,SHFE.al2109C20000
658,SHFE.au2212P376
659,SHFE.au2302P392
660,SHFE.al2108C22000
661,SHFE.cu2107P67000
662,SHFE.al2101P12100
663,SHFE.al2205C25800
664,SHFE.cu2108P62000
665,SHFE.al2012P15500
666,SHFE.ru2107C9000
667,SHFE.al2204P22000
668,SHFE.au2106C472
669,SHFE.zn2211P24800
670,SHFE.al2201P23400
671,SHFE.au2107C408
672,SHFE.cu2107P43000
673,SHFE.cu2101P37000
674,SHFE.au2206C376
675,SHFE.zn2110C20400
676,SHFE.al2102P13100
677,SHFE.al2108C19100
678,SHFE.al2210C15000
679,SHFE.zn2207C29000
680,SHFE.cu2208P57000
681,SHFE.ru2107C15750
682,SHFE.zn2112C29000
683,SHFE.au2204P440
684,SHFE.cu2303C50000
685,SHFE.ru2303C10750
686,SHFE.zn2111P29000
687,SHFE.ru2201C11750
688,SHFE.ru2208C16500
689,SHFE.zn2209P21600
690,SHFE.au2106C496
691,SHFE.au2108P464
692,SHFE.al2206P26200
693,SHFE.zn2107C23400
694,SHFE.al2010P16500
695,SHFE.au2106C348
696,SHFE.zn2010C18200
697,SHFE.al2108P16200
698,SHFE.zn2106C23800
699,SHFE.al2204P19600
700,SHFE.au2110P400
701,SHFE.cu2210C70000
702,SHFE.zn2102C21600
703,SHFE.al2012C13100
704,SHFE.al2010P12500
705,SHFE.au2109P396
706,SHFE.ru2107C15250
707,SHFE.cu2106P79000
708,SHFE.au2102C424
709,SHFE.ru2208P14000
710,SHFE.al2202C24200
711,SHFE.al2208P18100
712,SHFE.al2207P26400
713,SHFE.cu2011P40000
714,SHFE.ru2206C14500
715,SHFE.al2110P16500
716,SHFE.ru2104P9000
717,SHFE.ru2101P12500
718,SHFE.zn2102C21000
719,SHFE.cu2108C78000
720,SHFE.al2301C18500
721,SHFE.zn2211C20200
722,SHFE.al2101C15300
723,SHFE.al2107P15400
724,SHFE.cu2104C37500
725,SHFE.au2104C360
726,SHFE.au2306P416
727,SHFE.cu2107P60000
728,SHFE.al2011C14600
729,SHFE.zn2011P17000
730,SHFE.al2105C15600
731,SHFE.al2203P21800
732,SHFE.cu2204C64000
733,SHFE.ru2109C16000
734,SHFE.cu2102P63000
735,SHFE.al2010P13500
736,SHFE.cu2012P55000
737,SHFE.cu2208C50000
738,SHFE.al2102C16200
739,SHFE.al2010P13100
740,SHFE.al2102P14300
741,SHFE.al2201P26000
742,SHFE.ru2207P16000
743,SHFE.zn2201C26500
744,SHFE.au2209C384
745,SHFE.ru2205C14000
746,SHFE.au2010P424
747,SHFE.al2111P17600
748,SHFE.zn2208P20200
749,SHFE.ru2103C12250
750,SHFE.ru2108P10750
751,SHFE.ru2201P17500
752,SHFE.ru2303P14250
753,SHFE.zn2010C20200
754,SHFE.zn2111C22400
755,SHFE.al2205C23800
756,SHFE.zn2107C20000
757,SHFE.au2201P400
758,SHFE.al2112P17400
759,SHFE.al2211P18400
760,SHFE.au2306P396
761,SHFE.al2102P13800
762,SHFE.al2205C21800
763,SHFE.ru2105C11750
764,SHFE.cu2104C71000
765,SHFE.cu2212P71000
766,SHFE.cu2103P34500
767,SHFE.ru2205C12250
768,SHFE.au2302P332
769,SHFE.al2012P14700
770,SHFE.zn2207C23200
771,SHFE.cu2108P77000
772,SHFE.al2204C26000
773,SHFE.al2301C20000
774,SHFE.zn2204C22600
775,SHFE.al2211P19800
776,SHFE.al2101P17900
777,SHFE.au2107C316
778,SHFE.al2302P20800
779,SHFE.zn2209C26000
780,SHFE.zn2103P19600
781,SHFE.au2210C356
782,SHFE.al2303C21000
783,SHFE.al2107C19300
784,SHFE.al2201P20600
785,SHFE.ru2301C13750
786,SHFE.al2205C27200
787,SHFE.zn2102C19000
788,SHFE.cu2102C63000
789,SHFE.al2303C18300
790,SHFE.al2112P19300
791,SHFE.cu2208P60000
792,SHFE.al2108C17700
793,SHFE.al2108C16500
794,SHFE.ru2104P13250
795,SHFE.zn2205P24800
796,SHFE.al2110C22600
797,SHFE.al2205P17100
798,SHFE.cu2111C69000
799,SHFE.ru2107P9800
800,SHFE.cu2303C58000
801,SHFE.al2103P13500
802,SHFE.al2302P16400
803,SHFE.cu2111C71000
804,SHFE.al2107C15800
805,SHFE.cu2207P76000
806,SHFE.au2208C472
807,SHFE.al2207C18600
808,SHFE.cu2110C53000
809,SHFE.ru2109P14250
810,SHFE.al2201C18000
811,SHFE.au2102C296
812,SHFE.zn2106P20600
813,SHFE.zn2204P31000
814,SHFE.au2105C348
815,SHFE.cu2012C35500
816,SHFE.cu2111P74000
817,SHFE.au2210P400
818,SHFE.al2105C19400
819,SHFE.al2111P25400
820,SHFE.au2203P392
821,SHFE.al2204C23800
822,SHFE.au2210C456
823,SHFE.al2109P16500
824,SHFE.zn2202P23600
825,SHFE.al2209C16300
826,SHFE.al2209C19100
827,SHFE.al2012C15700
828,SHFE.al2012C14700
829,SHFE.al2101P13300
830,SHFE.au2208C368
831,SHFE.al2202C16600
832,SHFE.ru2110C11000
833,SHFE.ru2105P8500
834,SHFE.au2302P328
835,SHFE.cu2112P71000
836,SHFE.zn2201P21000
837,SHFE.al2211P18500
838,SHFE.al2111C23800
839,SHFE.au2205C416
840,SHFE.cu2212P80000
841,SHFE.zn2104P21000
842,SHFE.zn2111C24600
843,SHFE.cu2104P74000
844,SHFE.al2109P21400
845,SHFE.zn2208P21600
846,SHFE.al2101C18400
847,SHFE.cu2209P75000
848,SHFE.au2108C408
849,SHFE.cu2103C35500
850,SHFE.au2012P312
851,SHFE.zn2109P24000
852,SHFE.al2210P21800
853,SHFE.au2302P416
854,SHFE.ru2108C12250
855,SHFE.ru2108P18750
856,SHFE.al2204P19400
857,SHFE.zn2102P19400
858,SHFE.zn2112P25500
859,SHFE.ru2106P13500
860,SHFE.cu2110P47000
861,SHFE.zn2206P22200
862,SHFE.au2204P344
863,SHFE.al2208C22400
864,SHFE.al2103C16200
865,SHFE.cu2206P80000
866,SHFE.ru2011P8700
867,SHFE.ru2105C8500
868,SHFE.au2212C348
869,SHFE.ru2204P11750
870,SHFE.zn2209C27000
871,SHFE.zn2211C24600
872,SHFE.ru2305P11750
873,SHFE.ru2211P11000
874,SHFE.al2202C25800
875,SHFE.au2204C416
876,SHFE.al2205C20400
877,SHFE.au2111P372
878,SHFE.al2111C18000
879,SHFE.zn2209P19000
880,SHFE.au2012P392
881,SHFE.al2211P21600
882,SHFE.ru2105C12750
883,SHFE.cu2208C67000
884,SHFE.ru2303C12000
885,SHFE.al2110P23200
886,SHFE.au2010C360
887,SHFE.al2110C19800
888,SHFE.ru2011P13250
889,SHFE.au2101P416
890,SHFE.al2111C20600
891,SHFE.cu2204P62000
892,SHFE.ru2209P17000
893,SHFE.al2111P19800
894,SHFE.zn2012P17800
895,SHFE.cu2108C45000
896,SHFE.cu2109P59000
897,SHFE.au2101P396
898,SHFE.au2101C408
899,SHFE.al2105C14800
900,SHFE.zn2104C21000
901,SHFE.cu2012P53000
902,SHFE.cu2211C68000
903,SHFE.cu2304C65000
904,SHFE.zn2105P18800
905,SHFE.al2206P16900
906,SHFE.al2205C27600
907,SHFE.au2109P380
908,SHFE.au2206P348
909,SHFE.au2108C416
910,SHFE.au2104C332
911,SHFE.zn2207P26000
912,SHFE.cu2104P38000
913,SHFE.al2201P18800
914,SHFE.au2203C356
915,SHFE.au2108P348
916,SHFE.au2302C364
917,SHFE.zn2205P33500
918,SHFE.au2012P336
919,SHFE.al2111P16800
920,SHFE.zn2103P22200
921,SHFE.al2212C21600
922,SHFE.al2109P22600
923,SHFE.ru2208C14000
924,SHFE.ru2011C15000
925,SHFE.cu2109C69000
926,SHFE.ru2204C15750
927,SHFE.au2212P464
928,SHFE.al2111P24800
929,SHFE.ru2103P11000
930,SHFE.zn2207P24200
931,SHFE.al2209P14900
932,SHFE.zn2208C33000
933,SHFE.al2110P25600
934,SHFE.al2204P18100
935,SHFE.al2206P19700
936,SHFE.ru2305C15000
937,SHFE.al2201C17000
938,SHFE.ru2109C16500
939,SHFE.al2101P14600
940,SHFE.al2106P18000
941,SHFE.zn2204C30500
942,SHFE.zn2110C24400
943,SHFE.au2302P440
944,SHFE.au2101C464
945,SHFE.au2209P356
946,SHFE.al2111P21600
947,SHFE.zn2201C20200
948,SHFE.zn2111C24800
949,SHFE.zn2106P24000
950,SHFE.al2210P15800
951,SHFE.cu2105P75000
952,SHFE.al2103C14900
953,SHFE.zn2205P21000
954,SHFE.cu2109C75000
955,SHFE.al2209P22600
956,SHFE.al2206C18500
957,SHFE.al2112P18400
958,SHFE.al2210C19700
959,SHFE.au2204C352
960,SHFE.al2210P23200
961,SHFE.zn2111C27000
962,SHFE.au2104C304
963,SHFE.al2010P12800
964,SHFE.zn2204C22000
965,SHFE.ru2305P11000
966,SHFE.al2109C19900
967,SHFE.al2111C17800
968,SHFE.al2204P22600
969,SHFE.zn2207P29000
970,SHFE.zn2104C18400
971,SHFE.al2011P12300
972,SHFE.zn2207P21400
973,SHFE.zn2210P25500
974,SHFE.al2303C20200
